article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0236,Bohn K.K.; Nyland R.D. (2003). Forecasting development of understory American beech after partial cutting in uneven-aged northern hardwood stands,2003,Forecasting development of understory American beech after partial cutting in uneven-aged northern hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0237,Selvi E.; Liu D.; Bonello P.E. (2026). Forecasting the silent spread: Assessing the environmental risk of beech leaf disease in the face of climate change,2026,Forecasting the silent spread: Assessing the environmental risk of beech leaf disease in the face of climate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0238,"Van Stan J.T., II; Levia D.F., Jr.; Jenkins R.B. (2015). Forest Canopy Interception Loss Across Temporal Scales: Implications for Urban Greening Initiatives",2015,Forest Canopy Interception Loss Across Temporal Scales: Implications for Urban Greening Initiatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0239,Powell G.R. (1984). Forest cover on two watersheds of the Nashwaak Experimental Watershed Project in west-central New Brunswick.,1984,Forest cover on two watersheds of the Nashwaak Experimental Watershed Project in west-central New Brunswick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0240,"Vogelmann H.W.; Badger G.J.; Bliss M.; Klein R.M. (1985). Forest decline on Camels Hump, Vermont.",1985,"Forest decline on Camels Hump, Vermont.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0241,Hanberry B.B. (2021). Forest disturbance types and current analogs for historical disturbance-independent forests,2021,Forest disturbance types and current analogs for historical disturbance-independent forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0242,Fralish J.S.; McArdle T.G. (2009). Forest dynamics across three century-length disturbance regimes in the illinois ozark hills,2009,Forest dynamics across three century-length disturbance regimes in the illinois ozark hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0243,"Hart J.L.; Van De Gevel S.L.; Grissino-Mayer H.D. (2008). Forest dynamics in a natural area of the southern Ridge and Valley, Tennessee",2008,"Forest dynamics in a natural area of the southern Ridge and Valley, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0244,Lett C.; Silber C.; Dubé P.; Walter J.-M.; Raffy M. (1999). Forest Dynamics: A Spatial Gap Model Simulated on a Cellular Automata Network,1999,Forest Dynamics: A Spatial Gap Model Simulated on a Cellular Automata Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0245,"Pacala S.W.; Canham C.D.; Saponara J.; Silander Jr. J.A.; Kobe R.K.; Ribbens E. (1996). Forest models defined by field measurements: estimation, error analysis and dynamics",1996,"Forest models defined by field measurements: estimation, error analysis and dynamics",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0246,"Archambault L.; Delisle C.; Larocque G.R. (2009). Forest regeneration 50 years following partial cutting in mixedwood ecosystems of southern Quebec, Canada",2009,"Forest regeneration 50 years following partial cutting in mixedwood ecosystems of southern Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0247,Busby Posy E.; Canham Charles D.; Motzkin G.; Foster David R. (2009). Forest response to chronic hurricane disturbance in coastal New England,2009,Forest response to chronic hurricane disturbance in coastal New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0248,"Williams-Linera G.; Alvarez-Aquino C.; Pedraza R.A. (2011). Forest restoration in the tropical montane cloud forest belt of central veracruz, Mexico",2011,"Forest restoration in the tropical montane cloud forest belt of central veracruz, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0249,Wiersma G.B.; Elvir J.A.; Eckhoff J.D. (2007). Forest vegetation monitoring and foliar chemistry of red spruce and red maple at Acadia National Park in Maine,2007,Forest vegetation monitoring and foliar chemistry of red spruce and red maple at Acadia National Park in Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0250,"Roberts M.R.; Richardson C.J. (1985). Forty-one years of population change and community succession in aspen forests on four soil types, northern lower Michigan, USA.",1985,"Forty-one years of population change and community succession in aspen forests on four soil types, northern lower Michigan, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0251,Farahat E.; Lechowicz M.J. (2013). Functional ecology of growth in seedlings versus root sprouts of Fagus grandifolia Ehrh.,2013,Functional ecology of growth in seedlings versus root sprouts of Fagus grandifolia Ehrh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0252,Crous P.W.; Jurjević Ž.; Balashov S.; De la Peña-Lastra S.; Mateos A.; Pinruan U.; Rigueiro-Rodríguez A.; Osieck E.R.; Altés A.; Czachura P.; Esteve-Raventós F.; Gunaseelan S.; Kaliyaperumal M.; Larsson E.; Luangsa-Ard J.J.; Moreno G.; Pancorbo F.; Piątek M.; Sommai S.; Somrithipol S.; Asif M.; Delgado G.; Flakus A.; Illescas T.; Kezo K.; Khamsuntorn P.; Kubátová A.; Labuda R.; Lavoise C.; Lebel T.; Lueangjaroenkit P.; Maciá-Vicente J.G.; Paz A.; Saba M.; Shivas R.G.; Tan Y.P.; Wingfield M.J.; Aas T.; Abramczyk B.; Ainsworth A.M.; Akulov A.; Alvarado P.; Armada F.; Assyov B.; Avchar R.; Avesani M.; Bezerra J.L.; Bhat J.D.; Bilański P.; Bily D.S.; Boccardo F.; Bozok F.; Campos J.C.; Chaimongkol S.; Chellappan N.; Costa M.M.; Dalecká M.; Darmostuk V.; Daskalopoulos V.; Dearnaley J.; Dentinger B.T.M.; De Silva N.I.; Dhotre D.; Díaz-Carlavilla J.R.; Doungsa-Ard C.; Dovana F.; Erhard A.; Ferro L.O.; Gallegos S.C.; Giles C.E.; Gore G.; Gorfer M.; Guard F.E.; Hanson S.-Å.; Haridev P.; Jankowiak R.; Jeffers S.N.; Kandemir H.; Karich A.; Kisło K.; Kiss L.; Krisai-Greilhuber I.; Latha K.P.D.; Lorenzini M.; Lumyong S.; Manimohan P.; Manjón J.L.; Maula F.; Mazur E.; Mesquita N.L.S.; Młynek K.; Mongkolsamrit S.; Morán P.; Murugadoss R.; Nagarajan M.; Nalumpang S.; Noisripoom W.; Nosalj S.; Novaes Q.S.; Nowak M.; Pawłowska J.; Peiger M.; Pereira O.L.; Pinto A.; Plaza M.; Polemis E.; Polhorský A.; Ramos D.O.; Raza M.; Rivas-Ferreiro M.; Rodriguez-Flakus P.; Ruszkiewicz-Michalska M.; Sánchez A.; Santos A.; Schüller A.; Scott P.A.; Şen İ.; Shelke D.; Śliwa L.; Solheim H.; Sonawane H.; Strašiftáková D.; Stryjak-Bogacka M.; Sudsanguan M.; Suwannarach N.; Suz L.M.; Syme K.; Taşkın H.; Tennakoon D.S.; Tomka P.; Vaghefi N.; Vasan V.; Vauras J.; Wiktorowicz D.; Villarreal M.; Vizzini A.; Wrzosek M.; Yang X.; Yingkunchao W.; Zapparoli G.; Zervakis G.I.; Groenewald J.Z. (2024). Fungal Planet description sheets: 1614–1696,2024,Fungal Planet description sheets: 1614–1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0253,"Nevins M.T.; D'Amato A.W.; Foster J.R. (2021). Future forest composition under a changing climate and adaptive forest management in southeastern Vermont, USA",2021,"Future forest composition under a changing climate and adaptive forest management in southeastern Vermont, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0254,McClure J.W.; Lee T.D.; Leak W.B. (2000). Gap capture in northern hardwoods: Patterns of establishment and height growth in four species,2000,Gap capture in northern hardwoods: Patterns of establishment and height growth in four species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0255,Flinn K.M.; Dolnicek M.N.; Cox A.L. (2022). Gap dynamics and disease-causing invasive species drive the development of an old-growth forest over 250 years,2022,Gap dynamics and disease-causing invasive species drive the development of an old-growth forest over 250 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0256,Krasny M.E.; DiGregorio L.M. (2001). Gap dynamics in allegheny northern hardwood forests in the presence of beech bark disease and gypsy moth disturbances,2001,Gap dynamics in allegheny northern hardwood forests in the presence of beech bark disease and gypsy moth disturbances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0257,Runkle J.R. (1990). Gap dynamics in an Ohio Acer-Fagus forest and speculations on the geography of disturbance,1990,Gap dynamics in an Ohio Acer-Fagus forest and speculations on the geography of disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0258,Čalić I.; Koch J.; Carey D.; Addo-Quaye C.; Carlson J.E.; Neale D.B. (2017). Genome-wide association study identifies a major gene for beech bark disease resistance in American beech (Fagus grandifolia Ehrh.),2017,Genome-wide association study identifies a major gene for beech bark disease resistance in American beech (Fagus grandifolia Ehrh.),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0259,Escudero-Leyva E.; Belle M.; DadkhahTehrani A.; Culver J.N.; Araya-Salas M.; Kutza J.P.; Goldson N.; Chavarría M.; Chaverri P. (2025). Genomic insights reveal community structure and phylogenetic associations of endohyphal bacteria and viruses in fungal endophytes,2025,Genomic insights reveal community structure and phylogenetic associations of endohyphal bacteria and viruses in fungal endophytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0260,Givelas M.; Gorgolewski A.; Duckett C.; Martin A.R. (2025). Glyphosate treatments for managing successional dynamics in beech bark disease-affected northern hardwood forests,2025,Glyphosate treatments for managing successional dynamics in beech bark disease-affected northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0261,Krasny M.E.; Whitmore M.C. (1992). Gradual and sudden forest canopy gaps in Allegheny northern hardwood forests,1992,Gradual and sudden forest canopy gaps in Allegheny northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0262,Rinkes Zachary L.; McCarthy Brian C. (2007). Ground layer heterogeneity and hardwood regeneration in mixed oak forest,2007,Ground layer heterogeneity and hardwood regeneration in mixed oak forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0263,Raymond P.; Munson A.D.; Ruel J.-C.; Nolet P. (2003). Group and single-tree selection cutting in mixed tolerant hardwood-white pine stands: Early establishment dynamics of white pine and associated species,2003,Group and single-tree selection cutting in mixed tolerant hardwood-white pine stands: Early establishment dynamics of white pine and associated species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0264,Canham C.D. (1988). Growth and canopy architecture of shade-tolerant trees: response to canopy gaps,1988,Growth and canopy architecture of shade-tolerant trees: response to canopy gaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0265,"Beaudet M.; Messier C. (1998). Growth and morphological responses of yellow birch, sugar maple, and beech seedlings growing under a natural light gradient",1998,"Growth and morphological responses of yellow birch, sugar maple, and beech seedlings growing under a natural light gradient",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0266,"Beaudet M.; Messier C. (1998). Growth and morphological responses of yellow birch, sugar maple, and beech seedlings growing under a natural light gradient",1998,"Growth and morphological responses of yellow birch, sugar maple, and beech seedlings growing under a natural light gradient",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0267,Cleavitt N.L.; Fairbairn M.; Fahey T.J. (2008). Growth and survivorship of American beech (Fagus grandifolia Ehrh.) seedlings in a northern hardwood forest following a mast event,2008,Growth and survivorship of American beech (Fagus grandifolia Ehrh.) seedlings in a northern hardwood forest following a mast event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0268,Donoso P.J.; Nyland R.D.; Zhang L. (2000). Growth of saplings after selection cutting in northern hardwoods,2000,Growth of saplings after selection cutting in northern hardwoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0269,"Dumont S.; Bédard S.; Achim A. (2023). Growth response and survival of American beech, yellow birch, and sugar maple regeneration to partial harvest",2023,"Growth response and survival of American beech, yellow birch, and sugar maple regeneration to partial harvest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0270,Bazzaz F.A.; Coleman J.S.; Morse S.R. (1990). Growth responses of seven major co-occurring tree species of the northeastern United States to elevated CO2,1990,Growth responses of seven major co-occurring tree species of the northeastern United States to elevated CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0271,Frye J.; Grosse W. (1992). Growth Responses to Flooding and Recovery of Deciduous Trees,1992,Growth Responses to Flooding and Recovery of Deciduous Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0272,"Peters R.; Platt W.J. (1996). Growth strategies of main trees and forest architecture of a Fagus-Magnolia forest in Florida, USA",1996,"Growth strategies of main trees and forest architecture of a Fagus-Magnolia forest in Florida, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0273,Lumibao C.Y.; McLachlan J.S. (2014). Habitat differences influence genetic impacts of human land use on the American Beech (Fagus grandifolia),2014,Habitat differences influence genetic impacts of human land use on the American Beech (Fagus grandifolia),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0274,Petrillo H.A.; Witter J.A. (2009). Habitat distribution of carabid beetles (Coleoptera: Carabidae) in northern hardwood forests of Michigan,2009,Habitat distribution of carabid beetles (Coleoptera: Carabidae) in northern hardwood forests of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0275,Rodewald P.G.; Santiago M.J.; Rodewald A.D. (2005). Habitat use of breeding red-headed woodpeckers on golf courses in Ohio,2005,Habitat use of breeding red-headed woodpeckers on golf courses in Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0276,Vander Yacht A.L.; Kobe R.K.; Walters M.B. (2022). Hardwood regeneration in red pine plantations: Thinning and site quality effects on changes in density and species composition from edges to interiors,2022,Hardwood regeneration in red pine plantations: Thinning and site quality effects on changes in density and species composition from edges to interiors,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0277,"Gordon D.A.R.; Burke D.J.; Carino-Kyker S.R.; Bashian-Victoroff C.; Mabrouk A.I.; Van Stan J.T., II (2025). Harnessing stemflow as a diagnostic tool for canopy disease detection and monitoring",2025,Harnessing stemflow as a diagnostic tool for canopy disease detection and monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0278,Nyland R.D.; Ray D.G.; Yanai R.D. (2004). Height development of upper-canopy trees within even-aged adirondack northern hardwood stands,2004,Height development of upper-canopy trees within even-aged adirondack northern hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0279,Kochenderfer J.D.; Zedaker S.M.; Johnson J.E.; Smith D.W.; Miller G.W. (2001). Herbicide hardwood crop tree release in central West Virginia,2001,Herbicide hardwood crop tree release in central West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0280,Horsley S.B.; Bjorkbom J.C. (1983). Herbicide treatment of striped maple and beech in Allegheny hardwood stands.,1983,Herbicide treatment of striped maple and beech in Allegheny hardwood stands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0281,Nuttle T.; Royo A.A.; Adams M.B.; Carson W.P. (2013). Historic disturbance regimes promote tree diversity only under low browsing regimes in eastern deciduous forest,2013,Historic disturbance regimes promote tree diversity only under low browsing regimes in eastern deciduous forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0282,"Waterman J.M.; D'Amato A.W.; Foster D.R.; Orwig D.A.; Pederson N. (2020). Historic forest composition and structure across an old-growth landscape in New Hampshire, USA",2020,"Historic forest composition and structure across an old-growth landscape in New Hampshire, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0283,Kearsley J.B.; Jackson S.T. (1997). History of a Pinus strobus-dominated stand in northern New York,1997,History of a Pinus strobus-dominated stand in northern New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0284,"Morrison A.; Sweeney J.; Hughes C.; Johns R.C. (2017). Hitching a ride: Firewood as a potential pathway for range expansion of an exotic beech leaf-mining weevil, Orchestes fagi (Coleoptera: Curculionidae)",2017,"Hitching a ride: Firewood as a potential pathway for range expansion of an exotic beech leaf-mining weevil, Orchestes fagi (Coleoptera: Curculionidae)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0285,"Bennett K.D. (1988). Holocene geographic spread and population expansion of Fagus grandifolia in Ontario, Canada",1988,"Holocene geographic spread and population expansion of Fagus grandifolia in Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
